"CompanyID","Frequency","LastKnownValuation","Revenue","CompanyName","WebGrowthRate","PrimaryIndustrySector"
"438696-55",1,145.000004,,Puzzle,-3.98,Information Technology
"222513-67",1,,1200.0,Theta (Business/Productivity Software),-3.97,Information Technology
"92274-67",1,,,International Youth Foundation,-3.97,Consumer Products and Services (B2C)
"184480-84",1,96.43247,8.556,Krystal Biotech,-3.96,Healthcare
"463506-04",2,425.01258636,347.26913658,GENDA (Tokyo),-3.96,Information Technology
"54247-24",1,56.7,2.370344,AquaBounty Technologies,-3.91,Healthcare
"515115-64",1,,,Panoptic,-3.89,Financial Services
"52771-51",1,689.597118,272.877,Apellis Pharmaceuticals,-3.89,Healthcare
"53979-49",1,193.783232,0.673,Gamida Cell,-3.86,Healthcare
"226746-19",2,3162.0,481.721,Core Scientific,-3.84,Information Technology
"54749-89",2,353.94931316,202.6808034,R Systems International,-3.84,Business Products and Services (B2B)
"60583-96",1,16053.33,2387.793,Invitation Homes,-3.83,Consumer Products and Services (B2C)
"490127-86",2,11.0,,Vendelux,-3.82,Information Technology
"529146-91",1,60.000003,,Pebble Mobility,-3.8,Consumer Products and Services (B2C)
"181313-65",1,,,Authlete,-3.7,Information Technology
"14138-56",1,4700.0,825.0,Blackberry,-3.64,Information Technology
"51569-02",1,530.0,,Jagex,-3.64,Information Technology
"10623-70",2,1215.301104,8838.684,Lululemon Athletica,-3.62,Consumer Products and Services (B2C)
"97902-37",1,49.99758778,,Brainomix,-3.62,Healthcare
"521588-17",1,,148.48824122,Dyness,-3.59,Energy
"41055-40",1,,4384.86,Ventas,-3.58,Financial Services
"66045-79",1,3981.15731341,90.514,Cronos Group (Pharmaceuticals),-3.58,Healthcare
"181635-76",2,,0.0,The Metals Company,-3.55,Materials and Resources
"268777-45",1,,,NEAR Protocol,-3.53,Information Technology
"13398-76",2,2460.0,1220.862,Envestnet,-3.5,Financial Services
"154943-74",2,,,Prnews.io,-3.47,Business Products and Services (B2B)
"10446-49",2,,4691.7,Encompass Health,-3.46,Healthcare
"491410-45",1,,,Misaky.Tokyo,-3.46,Consumer Products and Services (B2C)
"54133-57",2,117.93323598,80.652715,BuildDirect,-3.45,Consumer Products and Services (B2C)
"235014-22",7,,,SingularityNET,-3.43,Business Products and Services (B2B)
"265683-16",1,1.43213454,137.03759344,Enthusiast Gaming,-3.43,Information Technology
"185701-51",2,,,Loopring,-3.41,Information Technology
"522668-35",1,,,Shenzhen Data Exchange,-3.41,Business Products and Services (B2B)
"532794-61",1,,,DENT Wireless,-3.4,Financial Services
"522889-12",1,,,Bitgert,-3.39,Information Technology
"66032-65",1,1.714285,,Stacks (Software Development Applications),-3.37,Information Technology
"182558-44",1,33609.68151382,36487.00978843,Haier Smart Home,-3.36,Consumer Products and Services (B2C)
"56081-71",1,71.036058,,eGifter,-3.36,Consumer Products and Services (B2C)
"229983-49",5,,300.0,Fantom Foundation,-3.35,Information Technology
"482724-46",3,,145.88,"2seventy bio",-3.33,Healthcare
"178507-90",1,,,ReadySpaces,-3.27,Business Products and Services (B2B)
"489567-52",2,57.000001,,Aigen,-3.23,Information Technology
"55633-60",2,4025.616084,273.849,C3.ai,-3.23,Information Technology
"482277-07",1,3999.99986,1570.0,Yuga Labs,-3.19,Financial Services
"61272-01",1,520.57511155,15.59195445,Succession Wealth,-3.18,Financial Services
"41587-75",1,724.842,2503.311,WEX,-3.17,Information Technology
"223740-64",1,1605.999999,,Element Biosciences,-3.13,Healthcare
"185243-95",1,,0.649594,Pundi X,-3.11,Information Technology
"277531-75",1,,,HTX Labs,-3.09,Information Technology
"462673-54",1,,,DAO Maker,-3.08,Financial Services
"54789-40",1,,5.48022895,Nexstim,-3.05,Healthcare
"40709-44",1,155.456772,290.68,Ambarella,-3.0,Information Technology
"466585-30",1,,,Mozn,-2.99,Information Technology
"164119-06",1,73.82225,2.579,WiSA Technologies,-2.97,Information Technology
"434433-70",2,,2460.33078,Tencent Cloud,-2.97,Information Technology
"119033-92",4,,15000.0,Zuellig Pharma,-2.95,Healthcare
"494940-43",1,,,Eye Security,-2.95,Information Technology
"52333-75",1,1121.04458913,852.691,X-FAB Semiconductor Foundries,-2.95,Information Technology
"63564-40",3,26.0,5595.283,Arista Networks,-2.95,Information Technology
"63628-21",4,220000.0,160000.0,ByteDance,-2.95,Information Technology
"42183-64",1,1000.0,130.0,InMobi,-2.94,Business Products and Services (B2B)
"43057-54",9,1217.82340993,8005.73407796,Lagardère,-2.9,Consumer Products and Services (B2C)
"11624-14",3,1636.71241999,717.48248955,Suzlon Energy,-2.89,Energy
"11831-95",2,58453.24,6891.0,Restaurant Brands International,-2.88,Consumer Products and Services (B2C)
"58928-77",2,8659.73,2560.3,Playtika,-2.87,Information Technology
"258524-65",2,,43.58771748,Kaar Technologies,-2.86,Business Products and Services (B2B)
"459486-91",1,26.000001,,Sunnyside,-2.85,Information Technology
"265244-41",1,,,Warehouse Exchange,-2.84,Business Products and Services (B2B)
"55371-52",1,232.5719554,7.44112766,Shield Therapeutics,-2.84,Healthcare
"435834-19",1,,,Valeon,-2.8,Consumer Products and Services (B2C)
"228791-71",1,,,Orbs,-2.79,Financial Services
"12886-39",1,833.76266732,174.018,The Craneware Group,-2.78,Information Technology
"161554-69",1,1632.77937933,70.80195316,Solaris,-2.78,Information Technology
"59005-81",1,2450.490416,681.465,Cava,-2.78,Consumer Products and Services (B2C)
"107480-98",1,2597.0,0.0,Lilium,-2.76,Business Products and Services (B2B)
"185981-32",1,,0.0,Kyber Network,-2.76,Information Technology
"276195-61",1,,29.4416734,Castrosua,-2.75,Business Products and Services (B2B)
"41263-03",1,495.45454,605.149,Harmonic (Other Communications and Networking),-2.74,Information Technology
"11678-50",2,,19388.18,Steel Dynamics,-2.72,Materials and Resources
"54764-56",1,3666.0,0.0,QuantumScape,-2.69,Business Products and Services (B2B)
"462109-69",2,,,Frax Finance,-2.67,Financial Services
"442908-46",1,62.358406,2.928809,Volcon Epowersports,-2.65,Consumer Products and Services (B2C)
"60048-55",1,231.5165238,79.02083392,Base,-2.65,Information Technology
"455110-30",5,1668.603438,0.0,ACELYRIN,-2.61,Healthcare
"434655-01",1,31.0,,Campside Media,-2.6,Information Technology
"56502-19",1,15000.0,728.9,Ripple,-2.57,Information Technology
"108005-68",2,,1151.422,Accel Entertainment,-2.56,Consumer Products and Services (B2C)
"170656-66",1,,20.0,Victus Sports,-2.56,Consumer Products and Services (B2C)
"95746-78",1,2454.16310096,1222.48465102,Baozun Commerce,-2.54,Information Technology
"10102-96",3,3092.28,5429.5,SS&C Technologies,-2.53,Information Technology
"41504-77",1,18.18,48.058,Reed's,-2.49,Consumer Products and Services (B2C)
"58612-06",3,8964.36201028,10665.20691473,HDFC Life Insurance Company,-2.48,Financial Services
"452949-04",1,,,API3,-2.47,Information Technology
"60502-42",1,503.063605,341.72589146,Lizhi FM,-2.47,Information Technology
"454840-57",1,,,Cubework,-2.45,Business Products and Services (B2B)
"51275-71",1,61.47961932,98.61973699,SFC Energy,-2.45,Business Products and Services (B2B)
"12157-57",1,1148.5,234.699,Synchronoss Technologies,-2.44,Information Technology
"268133-86",1,18.96984649,,Akur8,-2.44,Information Technology
"493913-71",1,5.0,,DRCT,-2.41,Business Products and Services (B2B)
"460096-93",1,,,Cardano Foundation,-2.4,Financial Services
"182454-49",1,735.0,56.284,Repare Therapeutics,-2.39,Healthcare
"65965-33",2,,,Bitfinex,-2.38,Information Technology
"97481-53",1,242.000002,1.5,Alfred (Real Estate Services),-2.38,Consumer Products and Services (B2C)
"294402-52",1,151.77296351,0.94647615,Skyroot Aerospace,-2.37,Business Products and Services (B2B)
"42964-93",3,2736.89483523,472.629,Network International,-2.35,Financial Services
"227224-54",2,1000.0,220.0,EcoFlow,-2.34,Business Products and Services (B2B)
"234855-55",1,50.6,0.25,Kea,-2.34,Information Technology
"59586-40",2,17445.68198971,28563.65558229,International Consolidated Airlines Group,-2.34,Consumer Products and Services (B2C)
"460205-47",4,185.06560447,20.0,Terra Drone,-2.33,Business Products and Services (B2B)
"233980-03",2,4039.4,0.0,Cerevel Therapeutics,-2.32,Healthcare
"41064-85",1,154.78,888.466,Novanta,-2.32,Financial Services
"225754-39",2,2413.0,206.498,GeneDx Holding,-2.31,Healthcare
"65511-64",1,60.07004747,125.53569499,Frontier Developments,-2.3,Information Technology
"342017-47",1,1649.0,2.534,Lordstown Motors,-2.29,Business Products and Services (B2B)
"432692-92",2,190.000003,,Yellow Card,-2.29,Information Technology
"465952-33",2,,,Raydium,-2.29,Information Technology
"470574-82",1,,,SelfKey,-2.29,Information Technology
"493938-28",1,8.77608841,,Circle Sportswear,-2.29,Consumer Products and Services (B2C)
"103397-77",1,1000.0,,Xendit,-2.27,Information Technology
"165237-94",1,,,MSD (Pharmaceuticals),-2.27,Healthcare
"343755-10",1,689.140992,21.25,Exodus,-2.27,Information Technology
"42461-83",2,2139.168475,4228.072,Ciena,-2.26,Information Technology
"493201-63",1,,,CuboRex,-2.26,Information Technology
"464034-43",1,38.37560502,34.59286033,Secure (Electronic Equipment and Instruments),-2.25,Information Technology
"517542-49",2,,,Verge Motorcycles,-2.23,Consumer Products and Services (B2C)
"157789-63",1,973.14375532,,Alpine (Automobile),-2.22,Business Products and Services (B2B)
"160974-10",1,1423.333332,318.66375998,Canaan,-2.22,Information Technology
"163031-14",2,170.53380492,69.79320178,Jeanologia,-2.22,Business Products and Services (B2B)
"225570-07",5,2000.0,,DFINITY,-2.22,Information Technology
"13353-94",1,2700.0,2116.821,Shutterfly,-2.21,Consumer Products and Services (B2C)
"226532-53",1,75.062816,,Leap (San Francisco),-2.21,Information Technology
"61530-31",2,1259.0,399.303,The Beauty Health Company,-2.21,Consumer Products and Services (B2C)
"230574-25",1,,,Laws Whiskey House,-2.2,Consumer Products and Services (B2C)
"56652-22",1,277.142,616.993,LightInTheBox,-2.2,Consumer Products and Services (B2C)
"471151-90",1,,,Galxe,-2.19,Information Technology
"90605-53",1,508.0,315.417,Grid Dynamics,-2.19,Information Technology
"65891-35",1,1138.0,14.692,Rigetti,-2.15,Information Technology
"208685-89",1,31.14667746,10.82559172,AFC Wimbledon,-2.12,Consumer Products and Services (B2C)
"54330-13",2,15200.0,761.154,Marqeta,-2.12,Information Technology
"458513-20",2,1258.099931,180.0,Cart.com,-2.1,Information Technology
"10771-57",5,1080.776294,1644.686,Infinera,-2.08,Business Products and Services (B2B)
"264912-40",1,,1.09631788,Jasper PIM,-2.08,Information Technology
"454413-70",1,,,Gove,-2.08,Information Technology
"483910-75",1,10.3174746,7.420289,The Planting Hope,-2.08,Consumer Products and Services (B2C)
"86974-03",2,1853.0,99.278,MarkForged,-2.08,Business Products and Services (B2B)
"12083-23",3,4370.0,3704.009,FleetCor Technologies,-2.07,Information Technology
"126672-49",1,236.000001,,Nauto,-2.07,Information Technology
"465092-11",1,16.0,,Puck,-2.07,Consumer Products and Services (B2C)
"10731-52",7,885.275172,7948.492,Equinix,-2.06,Information Technology
"13237-39",1,,1362.319,Six Flags Theme Parks,-2.06,Consumer Products and Services (B2C)
"338583-43",1,,,Meross Technology,-2.04,Information Technology
"99372-25",1,1383.414737,203.10295063,SoYoung,-2.04,Healthcare
"180227-53",1,,,Bancor,-2.03,Information Technology
"41187-34",1,,26.501,Carver Federal Savings Bank,-2.03,Financial Services
"439510-60",1,83.999992,26.70034325,BookClub,-2.03,Information Technology
"52109-11",1,6500.0,1862.895,Nutanix,-2.02,Information Technology
"522769-15",1,,,Kaspa,-2.01,Financial Services
"437879-53",1,,,Railway (Software Development Applications),-2.0,Information Technology
"40639-24",2,1500.0,482.752,SurveyMonkey,-1.98,Information Technology
"231302-17",1,160.0,,Ushur,-1.97,Information Technology
"57214-18",1,50.82886779,7.82906018,OssDsign,-1.97,Healthcare
"234369-46",1,,,Quasa,-1.96,Business Products and Services (B2B)
"43128-01",3,,2672.78989698,Crescent Point Energy,-1.96,Energy
"439307-38",1,30.000001,,Grin,-1.96,Healthcare
"54965-26",1,794.0,317.684,Intercept Pharmaceuticals,-1.96,Healthcare
"56160-10",1,,218.72,Pharming Group,-1.96,Healthcare
"13372-39",15,11000.0,3757.0,New York Stock Exchange,-1.94,Financial Services
"168586-84",1,,,Aion (Toronto),-1.94,Information Technology
"225900-91",1,,,Algorand Technologies,-1.94,Information Technology
"264933-01",1,,,WaltonChain,-1.94,Information Technology
"54573-94",1,350.0,1000.0,VICE Media,-1.94,Consumer Products and Services (B2C)
"232950-16",2,55.000003,,Clever,-1.93,Consumer Products and Services (B2C)
"56715-94",1,36.25,4.27598048,Kigo,-1.93,Information Technology
"434398-69",2,207.2464,44.560418,Webuy,-1.92,Consumer Products and Services (B2C)
"11058-58",1,574.319488,3719.773,EnerSys,-1.91,Energy
"113228-29",1,,,JustWatch,-1.91,Information Technology
"233790-58",1,89.0948841,0.0052688,Bramble Energy,-1.91,Energy
"277368-31",1,4.05793414,,Plumm,-1.91,Healthcare
"520721-20",1,,,Beldex,-1.9,Financial Services
"178995-07",1,217.0,1.4,Armory,-1.89,Information Technology
"223456-69",1,,,Ocean Protocol,-1.89,Business Products and Services (B2B)
"460303-12",1,1500.0,,CLV,-1.89,Information Technology
"59760-10",2,,0.0,Radisson Mining Resources,-1.88,Materials and Resources
"62356-06",1,175.0,5.17602018,Syncron (Stockholm),-1.88,Information Technology
"90075-25",1,433.000006,20.0,Goop,-1.88,Consumer Products and Services (B2C)
"59659-39",1,1149.32,611.219,Dundee Precious Metals,-1.87,Materials and Resources
"14195-35",3,34.9,11.72366887,Pandora.TV,-1.84,Consumer Products and Services (B2C)
"340926-13",2,,616.0,Polygon,-1.84,Financial Services
"64689-94",2,1000.0,,DXY,-1.84,Healthcare
"10861-39",1,,1891.525,SEI Investments,-1.83,Financial Services
"225226-81",1,,,Ampere Computing,-1.83,Information Technology
"455144-77",1,40.194851,0.8,Invincible,-1.83,Consumer Products and Services (B2C)
"527272-30",1,,,Qevlar AI,-1.83,Information Technology
"233381-17",1,571.64,579.873,Bakkt,-1.8,Information Technology
"50946-94",1,389.780658,60.198,NeuroPace,-1.8,Healthcare
"314369-11",1,250.0,16.24059706,Tiimely,-1.79,Information Technology
"54200-53",1,,20144.0,Waste Management,-1.79,Business Products and Services (B2B)
"57513-16",1,1415.94365216,2794.57250817,Pierer Mobility,-1.79,Consumer Products and Services (B2C)
"108903-34",1,391.135337,4.722,Crinetics Pharmaceuticals,-1.78,Healthcare
"109856-35",1,3612.06302,186.281,VTEX,-1.78,Information Technology
"11521-81",3,56011.99044003,31085.07989383,Air Liquide,-1.77,Business Products and Services (B2B)
"277849-72",1,29.0,,Turaco,-1.76,Financial Services
"327465-28",1,,2000.0,Axie Infinity,-1.76,Information Technology
"65411-20",1,407.499999,,Emulate,-1.76,Healthcare
"227333-71",1,1327.68,81.554,Beam Therapeutics,-1.73,Healthcare
"482547-52",1,,,Bittensor,-1.73,Business Products and Services (B2B)
"103636-18",1,1292.0,195.869,Weedmaps,-1.7,Consumer Products and Services (B2C)
"66305-35",1,36.0,,AristaMD,-1.7,Information Technology
"97832-98",1,775.246309,,Clarifai,-1.7,Information Technology
"10178-65",4,44457.40428404,45747.05187404,Orange,-1.69,Information Technology
"25164-91",1,1467.128412,1477.717,Green Dot,-1.69,Information Technology
"57114-10",1,99.455886,,Imo (Communication Software),-1.69,Information Technology
"343108-27",1,2248.125,773.794,First Advantage,-1.68,Information Technology
"41048-92",1,86.212618,0.0,CEL-SCI,-1.68,Healthcare
"503305-93",1,50.0,5.2,ShareTrip,-1.67,Consumer Products and Services (B2C)
"102307-42",1,1533.67,46.928,Recursion Pharmaceuticals,-1.66,Healthcare
"10020-16",3,2298.468817,26439.0,Apollo Global Management,-1.65,Financial Services
"143044-12",1,92.51404745,5657.20664726,D-Mart,-1.65,Consumer Products and Services (B2C)
"173460-88",1,657.0,64.19,Cover Genius,-1.65,Information Technology
"277779-61",2,22.30946987,,Sen,-1.65,Consumer Products and Services (B2C)
"112047-58",1,,2.0,Sendle,-1.64,Business Products and Services (B2B)
"234781-93",2,60.0,4.824549,RISE Accel,-1.64,Business Products and Services (B2B)
"442928-17",1,94.000004,,Avenge Bio,-1.64,Healthcare
"166603-51",1,7599.05,773.2312977,BOSS Zhipin,-1.63,Business Products and Services (B2B)
"454779-46",1,64.999993,,Jeli,-1.62,Information Technology
"10976-41",1,32.99235637,5158.86245217,Vodafone Idea,-1.61,Information Technology
"41913-37",1,,0.0,Worlds,-1.61,Information Technology
"54220-78",1,6717.7967829,245.33658124,Ola,-1.6,Consumer Products and Services (B2C)
"55142-38",1,3848.092633,531.60230882,Trivago,-1.6,Consumer Products and Services (B2C)
"55558-90",1,420.000001,,Halio,-1.6,Business Products and Services (B2B)
"59121-82",1,,491.45930814,Mycronic,-1.6,Business Products and Services (B2B)
"59852-26",3,,28.547,IBC Advanced Alloys,-1.6,Materials and Resources
"121770-37",17,47.999998,,Section,-1.59,Information Technology
"439071-31",1,187.1614149,2.23867062,Candela Technology,-1.59,Business Products and Services (B2B)
"459360-28",1,1.785714,,Hapi,-1.59,Information Technology
"86196-25",1,,,Digital Journal,-1.59,Consumer Products and Services (B2C)
"163435-33",1,,592.976,Bank of Hope,-1.58,Financial Services
"51274-09",1,202.34116,0.0,Verastem,-1.58,Healthcare
"101170-54",2,,,Cointelegraph,-1.56,Consumer Products and Services (B2C)
"41245-30",1,1470.03,4239.0,TopGolf Callaway Brands,-1.56,Consumer Products and Services (B2C)
"10109-35",1,5928.273307,4076.265,Sensata Technologies,-1.54,Information Technology
"13286-08",1,1700.0,940.908,iRobot,-1.54,Information Technology
"267292-72",1,,,Naked,-1.54,Financial Services
"343714-60",1,,,Nexo (Financial Software),-1.54,Information Technology
"51056-38",1,903.433132,163.996,Zevia,-1.54,Consumer Products and Services (B2C)
"51669-01",1,219.0133036,76.692,Ballard Power Systems,-1.54,Business Products and Services (B2B)
"11006-92",2,4.59254033,47.97481842,Cerillion Technologies,-1.53,Business Products and Services (B2B)
"436520-71",2,1900.0,30.39960788,CoinSwitch,-1.53,Information Technology
"100965-43",1,,,BitMEX,-1.52,Information Technology
"12313-27",1,1209.68,413.639,SecureWorks,-1.52,Information Technology
"12363-85",1,6559.99,5558.214,AXIS Capital,-1.52,Financial Services
"225708-58",1,,,fetch.ai,-1.52,Information Technology
"149258-71",1,13000.0,,Celonis,-1.51,Information Technology
"25299-64",1,191.0,459.721,Townsquare Media,-1.51,Business Products and Services (B2B)
"60199-21",1,,196.0,Finn Partners,-1.51,Business Products and Services (B2B)
"60585-58",2,1197.01158199,1.0345113,Volocopter,-1.51,Business Products and Services (B2B)
"39606-22",3,635.75730988,103.53726249,BSE,-1.5,Financial Services
"41112-73",2,20000.0,5437.9,Take-Two Interactive Software,-1.5,Information Technology
"12749-77",2,443.615991,2310.557,BioMarin Pharmaceutical,-1.49,Healthcare
"230113-54",1,,,Trust Wallet,-1.49,Financial Services
"462542-32",1,,,Hop Exchange,-1.49,Information Technology
"537358-87",2,25075.70870046,911.77712981,GoTo Group,-1.49,Information Technology
"41418-55",1,833.437097,277.018,HealthStream,-1.48,Healthcare
"59883-49",2,,0.97057225,CarbonCure,-1.48,Materials and Resources
"12877-21",2,92.54773,6.431057,NeuroMetrix,-1.47,Healthcare
"10416-70",1,,9225.0,CenterPoint Energy,-1.45,Energy
"111656-80",1,5555.56,151.587,Agora,-1.44,Information Technology
"41441-86",4,,270.343,Radware,-1.44,Information Technology
"59380-93",1,256.42552918,38.60664639,Transcom WorldWide,-1.44,Business Products and Services (B2B)
"97319-89",1,7000.0,300.0,Impossible Foods,-1.44,Consumer Products and Services (B2C)
"101922-04",1,0.28699088,,Rasa,-1.43,Information Technology
"172444-15",1,,,Qtum,-1.43,Information Technology
"41255-20",2,3700.0,1118.287,LivaNova,-1.42,Healthcare
"484443-55",1,,0.7,DigitalFirst.AI,-1.42,Business Products and Services (B2B)
"99873-19",2,,2211.73996607,ArianeGroup,-1.42,Business Products and Services (B2B)
"10985-86",1,418.867896,484.604,Urban One,-1.41,Consumer Products and Services (B2C)
"57401-47",1,2778.936937,445.385,nCino,-1.41,Information Technology
"59985-28",1,,,ProtaGene,-1.41,Business Products and Services (B2B)
"91829-17",1,,16.725039,Recruiter.com,-1.41,Business Products and Services (B2B)
"11354-32",2,3200.0,1245.77592518,YES Bank,-1.4,Financial Services
"179535-16",3,1684.390625,184.544,Tritium,-1.4,Business Products and Services (B2B)
"279989-92",1,,,Genoapay,-1.4,Information Technology
"152368-93",3,,11.4154299,OCON,-1.39,Consumer Products and Services (B2C)
"234717-58",1,1000.0,533.827369,DocGo,-1.39,Healthcare
"41967-64",1,,4352.0,Fresh Del Monte Produce,-1.39,Consumer Products and Services (B2C)
"56244-25",1,418.799989,150.0,Tastemade,-1.39,Consumer Products and Services (B2C)
"227435-50",1,2.84798745,0.00366936,Entrackr,-1.38,Business Products and Services (B2B)
"41049-82",1,627.908465,122.839,Heron Therapeutics,-1.38,Healthcare
"51714-73",1,16220.6,3022.84927308,Nexon,-1.38,Information Technology
"11058-13",6,,12621.397,Dick's Sporting Goods,-1.37,Consumer Products and Services (B2C)
"58860-91",1,1100.0,100.0,Fundbox,-1.37,Financial Services
"519104-53",1,,1269.45926022,GienTech,-1.36,Information Technology
"52711-21",3,506.0,26.135,Presto,-1.36,Information Technology
"11892-43",1,695.5,2818.4,Bruker,-1.35,Healthcare
"52241-32",1,31000.0,8000.0,Fanatics,-1.35,Consumer Products and Services (B2C)
"160277-86",2,2000.0,100.0,Locus Robotics,-1.34,Information Technology
"54059-14",1,1700.0,189.149,Billtrust,-1.34,Information Technology
"84006-73",1,,,BookingSync,-1.34,Consumer Products and Services (B2C)
"158420-62",1,24.51222875,550.86067429,Murex,-1.33,Information Technology
"494260-57",2,,,Avarni,-1.33,Information Technology
"442232-11",1,40.88135829,,LatticeFlow,-1.32,Information Technology
"51545-35",2,38260.0,2628.339,Roblox,-1.32,Information Technology
"59218-48",2,20.5,12.0,Ministry of Supply,-1.32,Consumer Products and Services (B2C)
"96456-97",4,110.0,7.64749573,nDreams,-1.32,Information Technology
"103474-90",1,3000.0,83.9,Virgin Pulse,-1.31,Information Technology
"10614-52",3,25114.26617385,17913.79020234,WPP,-1.31,Business Products and Services (B2B)
"40464-46",2,8500.0,1250.0,Parexel International,-1.31,Healthcare
"25169-23",1,,11000.0,Major League Baseball,-1.3,Consumer Products and Services (B2C)
"342998-02",1,,0.457,FOXO Technologies,-1.3,Healthcare
"57861-55",1,3310.135458,292.843,Riskified,-1.3,Information Technology
"431626-42",1,10.0,,Xailient,-1.29,Information Technology
"54706-60",3,267.970404,,Capillary Technologies,-1.29,Information Technology
"144870-76",1,,,Tacombi,-1.28,Consumer Products and Services (B2C)
"41035-60",1,,1427.688,Vector Group,-1.28,Consumer Products and Services (B2C)
"54522-55",1,10430.000002,150.0,Talkdesk,-1.28,Information Technology
"41966-29",1,,4887.55,Amdocs,-1.27,Information Technology
"44149-87",1,500.0,422.7,TierPoint,-1.27,Information Technology
"481295-71",1,,,Ubiquitous,-1.27,Information Technology
"51356-62",1,14.07373,13.960452,Vuzix,-1.27,Consumer Products and Services (B2C)
"54275-95",3,1645.80736452,4314.50485521,ASOS,-1.27,Consumer Products and Services (B2C)
"113155-12",1,1583.63055,340.814,Denali Therapeutics,-1.26,Healthcare
"343060-66",2,36.803532,,Arbol,-1.26,Financial Services
"51299-11",1,621.72857347,152.09073144,OFX,-1.26,Financial Services
"58368-97",1,2979.999647,200.0,Icertis,-1.26,Information Technology
"234147-25",1,,,Skyrora,-1.25,Business Products and Services (B2B)
"52336-72",1,7067.71567624,2321.4571126,ICICI Lombard General Insurance Company,-1.25,Financial Services
"12249-19",2,4696.97,1130.918,Consolidated Communications,-1.24,Information Technology
"53447-59",1,1138.0,182.96368023,Sitecore,-1.24,Information Technology
"55095-13",1,885.43686,258.917,A10 Networks,-1.24,Information Technology
"101066-86",1,250.0,,Clearbit,-1.23,Information Technology
"11395-36",1,,11062.5,American Tower,-1.23,Financial Services
"41921-38",1,4200.0,14662.7,Republic Services,-1.23,Business Products and Services (B2B)
"42530-05",11,167620.405688,129706.91636005,Alibaba Group,-1.23,Consumer Products and Services (B2C)
"156595-69",1,924.329305,76.09170109,Servify,-1.22,Information Technology
"182223-73",1,,,dosist,-1.22,Healthcare
"234748-45",1,,,Bybit,-1.22,Information Technology
"41439-88",2,7496.67,1774.473,Exelixis,-1.22,Healthcare
"471215-17",1,40.0,,RapidFort,-1.21,Information Technology
"51251-95",1,1449.115108,415.256,Zuora,-1.2,Information Technology
"56941-48",1,,,Daily Kos,-1.2,Consumer Products and Services (B2C)
"60213-88",2,5.0232704,0.30548673,Velocys,-1.2,Business Products and Services (B2B)
"25328-62",3,,1558.909,Teradyne,-1.19,Information Technology
"61489-18",5,33203.37936,2443.657,Snowflake,-1.19,Information Technology
"84408-58",1,100.0,200.0,Boll & Branch,-1.19,Consumer Products and Services (B2C)
"467879-14",1,,,Vulcan Forged,-1.18,Information Technology
"56147-23",1,4936.44440228,3147.66575019,Ocado Group,-1.18,Information Technology
"170088-40",1,8546.11569302,58541.79613574,Contemporary Amperex Technology,-1.17,Business Products and Services (B2B)
"52503-94",1,423.776358,422.842,Nevro,-1.17,Healthcare
"52814-62",1,8400.0,789.432,Avalara,-1.17,Information Technology
"54703-63",1,3901.7077,329.172,JFrog,-1.17,Information Technology
"158934-88",1,3432.16205512,155.67041957,Unacademy,-1.16,Consumer Products and Services (B2C)
"41105-44",2,91.736288,479.801,Power Integrations,-1.16,Information Technology
"41113-90",3,2938.0,14818.0,Nordstrom,-1.16,Consumer Products and Services (B2C)
"41276-53",1,4331.25,8542.0,Bausch Health Companies,-1.16,Healthcare
"501180-76",1,475.0,12.47854083,InsuranceDekho,-1.16,Financial Services
"51420-07",1,1750.731093,,Lookout,-1.16,Information Technology
"432510-22",1,,,CoinsPaid,-1.15,Information Technology
"51376-87",2,1182.499999,,SnapLogic,-1.15,Information Technology
"182285-56",1,2998.50952277,2380.19297554,Wuxi Biologics,-1.14,Healthcare
"232173-01",2,,,Cocos-BCX,-1.14,Information Technology
"233552-71",1,30.0,,Matrak,-1.14,Information Technology
"443089-09",2,2952.38,,Cohere,-1.14,Information Technology
"66331-90",2,2795.1,720.278,ZipRecruiter,-1.14,Business Products and Services (B2B)
"484618-87",2,,,Munch,-1.12,Information Technology
"51269-86",1,360.262,309.719,Sprout Social,-1.11,Information Technology
"41241-16",2,1335.045312,287.614,Immunogen,-1.1,Healthcare
"10361-62",2,897.885396,2116.2,Masimo,-1.09,Healthcare
"179049-25",1,,,Pimax VR,-1.09,Information Technology
"60499-18",1,1864.39238416,4.11767606,Interactive Investor,-1.09,Financial Services
"99429-58",1,,,flowkey,-1.09,Consumer Products and Services (B2C)
"10793-80",1,12750.0,6037.0,Warner Music Group,-1.08,Consumer Products and Services (B2C)
"12138-85",4,302.241132,3403.0,DexCom,-1.08,Healthcare
"13206-70",2,253.0,214.11,Aspen Aerogels,-1.08,Materials and Resources
"229473-28",1,64.999999,,ALTR,-1.07,Information Technology
"265186-00",1,,,Vega (Financial Software),-1.07,Information Technology
"11039-14",1,1900.0,6803.0,Seagate Technology,-1.06,Information Technology
"119446-84",1,5000.0,1223.8,Ultimate Fighting Championship,-1.05,Consumer Products and Services (B2C)
"51243-67",2,328.7,15586.2465145,Vipshop,-1.05,Consumer Products and Services (B2C)
"56991-97",1,14262.425,5340.64232286,ZTO Express (Cayman),-1.05,Business Products and Services (B2B)
"484143-58",1,,,Mobox,-1.04,Information Technology
"58453-75",1,2652.5,574.223,BlackLine,-1.04,Information Technology
"110675-62",2,66000.0,58500.0,SHEIN,-1.03,Consumer Products and Services (B2C)
